vendor,rate,turnover,gross_sharpe,net_sharpe,true_ic,kind
vendor_27,0.3,62.256479683445114,0.3762344106648881,-0.15209302498164248,0.0,fake
vendor_27,0.2,48.299539578497665,0.4293901400975261,0.01659097841205151,0.0,fake
vendor_27,0.1,32.1574794120799,0.4896486022010383,0.2100972107767676,0.0,fake
vendor_27,0.05,22.1035308132441,0.36047890472151967,0.16216267872591122,0.0,fake
vendor_27,0.02,13.79995681123217,0.012758137831610334,-0.11422371908924327,0.0,fake
vendor_28,1.0,143.12120013200672,0.05722302682439689,-1.3136973767954117,0.0,fake
vendor_28,0.5,89.10286418483194,-0.09148734907780383,-0.8740085962811384,0.0,fake
vendor_28,0.3,63.013140340798756,-0.29376427580856135,-0.8439776657327711,0.0,fake
vendor_28,0.2,48.799658765784166,-0.41184992660664754,-0.8354924624853551,0.0,fake
vendor_28,0.1,31.960813104426297,-0.519473825262948,-0.7975514751312708,0.0,fake
vendor_28,0.05,20.79504116268724,-0.5607444389536578,-0.7442937548459984,0.0,fake
vendor_28,0.02,11.309728639483799,-0.43793769955319056,-0.5386793027378476,0.0,fake
vendor_29,1.0,145.10794636178795,-0.2514072324186612,-1.5896548337390213,0.0,fake
vendor_29,0.5,90.6527209038744,-0.2673789667679651,-1.0350271275894851,0.0,fake
vendor_29,0.3,63.96091524056549,-0.28810143272487665,-0.837143329237509,0.0,fake
vendor_29,0.2,49.424325993617174,-0.34364419899021453,-0.772257317669871,0.0,fake
vendor_29,0.1,32.77079571198437,-0.4856505908055578,-0.7729923323840319,0.0,fake
vendor_29,0.05,22.408617865443677,-0.6153229757352063,-0.814926109203148,0.0,fake
vendor_29,0.02,13.36640098804989,-0.7900816533805018,-0.9112224742242632,0.0,fake
